"date","yday","bikes","cars","trucks","others","tempmin","tempmax","temp","humidity","tempdew","cloudiness","rain","sunshine","wind","windmax"
2021-10-02,274,372,2463,23,1,11.2,19,15,65,8.41,92,0,362,2.36,5.2
2021-10-03,275,320,2625,30,3,17.2,22.5,19.33,55,10.05,100,0,270,4.62,7.5
2021-10-04,276,41,1874,130,2,12.1,17.5,13.8,68,8,98,0,26,2.37,3.7
2021-10-05,277,10,1848,196,2,10,13.9,11.7,84,8.97,93,10,86,2.17,7.7
2021-10-06,278,46,2074,195,0,10.1,14.9,12.1,70,6.71,63,0.4,219,2.96,5.6
2021-10-07,279,127,2377,214,1,3.5,16.1,10.38,78,6.42,20,0,540,1.42,3.4
2021-10-08,280,199,2584,144,1,4.2,14.4,9.2,86,6.9,43,0,181,1.37,3
2021-10-09,281,575,3385,35,2,3.2,12.5,7.17,78,3.28,2,0,610,2.15,5
2021-10-10,282,330,3732,25,10,-1.7,14.7,6.41,71,0.95,28,0,590,1.64,3.7
2021-10-11,283,27,1968,139,0,2.1,13.8,9.2,78,5.57,78,0.9,190,3.07,6.7
2021-10-12,284,18,1937,187,1,6.5,10.4,8.9,78,5.27,77,10.9,181,3.2,5.3
2021-10-13,285,15,2350,177,0,2.3,12.1,8.23,78,4.39,73,0,441,2.73,5
2021-10-14,286,4,2220,176,0,8.4,13.3,11.25,79,7.66,97,1.6,5,3.61,6
2021-10-15,287,33,2268,149,0,6.7,13,10.82,72,6.05,77,1.1,97,3.47,7.5
2021-10-16,288,101,2653,25,4,2.2,11.6,7.21,75,2.64,74,0,176,1.89,3.5
2021-10-17,289,122,2632,14,0,2.6,12.5,8.34,70,2.97,98,0,6,1.71,4.7
2021-10-18,290,111,2605,206,0,3.4,14.5,9.48,71,4.31,79,0,442,1.3,2.8
2021-10-19,291,22,2347,199,2,8.4,16,12.62,78,8.86,98,0,74,2.08,5.1
2021-10-20,292,59,2487,163,1,14.7,18.6,16.47,67,10.23,94,0.6,198,5.83,8.8
2021-10-21,293,3,1508,164,0,6.4,16.5,11.66,71,6.51,74,8.8,244,8.11,11.7
2021-10-22,294,1,2158,150,2,5.2,10.2,7.37,70,2.16,53,3.9,442,6.94,11.3
2021-10-23,295,71,2314,28,3,5.7,9.8,7.5,70,2.35,61,0,92,3.64,5.5
2021-10-24,296,208,3310,16,1,2,13.7,7.28,66,0.75,22,0,552,2.66,5.6
2021-10-25,297,96,1972,150,0,-0.7,12.5,6.35,74,1.81,55,0,426,1.11,2.2
2021-10-26,298,7,1883,164,1,8.6,13.8,11.17,73,6.44,88,0,182,2.25,5.1
2021-10-27,299,23,2059,150,1,6.3,15.8,12.11,74,7.55,79,0,414,1.89,4.8
2021-10-28,300,150,2613,140,2,3.6,18.1,10,76,5.48,15,0,534,1.85,6
2021-10-29,301,214,2558,112,0,2.1,18.8,11.02,64,3.68,42,0,490,2.52,6.1
2021-10-30,302,278,2373,32,4,10.9,17.6,13.6,52,3.58,82,0,221,3.6,7.9
2021-10-31,303,286,2468,13,1,12.2,17.5,14.6,69,8.87,98,0,255,3.63,7.1
2021-11-01,304,8,1403,129,5,8.9,15.3,11.74,69,6.19,100,1.1,8,2.99,5.4
2021-11-02,305,9,1535,144,0,4.7,12.3,7.87,75,3.67,90,0,248,1.9,4.5
2021-11-03,306,2,1414,180,2,4.5,9.7,7.15,85,4.71,98,2.5,58,1.31,3.8
2021-11-04,307,0,1353,189,0,6,6.9,6.33,91,4.94,96,32.5,0,3.84,7
2021-11-05,308,4,1515,144,1,6.4,9.1,7.7,80,4.4,93,4.7,4,3.63,6.1
2021-11-06,309,9,1680,25,1,7.3,11.1,8.65,69,3.22,91,0,209,3.75,5.9
2021-11-07,310,1,1325,9,1,7.4,10.2,8.6,73,3.99,82,0.4,78,5.19,6.9
2021-11-08,311,2,1120,182,0,7.1,9.9,8.25,72,3.4,76,0,324,3.8,5.7
2021-11-09,312,10,1308,212,2,3.4,11.3,7.74,77,3.73,69,0.3,412,1.81,3.8
2021-11-10,313,8,1427,214,0,-0.8,10,4.29,79,0.73,71,0,404,1.39,4.5
2021-11-11,314,5,1345,189,0,-1.7,8.7,3.6,86,1.35,62,0.2,464,1.56,3.4
2021-11-12,315,5,1587,98,2,1.7,10.1,6.08,87,4.05,74,0,325,1.93,5.6
2021-11-13,316,3,1374,19,0,3.2,10.2,6.73,78,3.17,96,0,87,1.92,7
2021-11-14,317,12,1609,7,1,5.2,7.2,6.31,91,5,99,0.1,0,1.31,2.6
2021-11-15,318,1,1198,128,0,3.5,4.9,4.17,89,2.55,99,0.3,0,2.58,3.7
2021-11-16,319,1,1188,215,1,3.3,4.1,3.62,90,2.14,100,0,0,1.58,2.8
2021-11-17,320,0,1242,229,0,3.5,9.1,5.89,78,2.29,80,0,95,2.98,5.9
2021-11-18,321,0,1226,220,1,7.1,10.3,8.6,72,3.74,96,0,4,5.92,8.7
2021-11-19,322,1,1563,153,0,9.6,12,10.89,75,6.68,90,0,0,5.08,7.2
2021-11-20,323,6,1442,35,0,3.1,11.2,8.88,78,5.17,81,0,200,3.36,6.7
2021-11-21,324,0,1399,7,0,3,8.7,6.9,80,3.67,95,0.3,0,3.55,7
2021-11-22,325,3,1245,129,3,-1.2,5.3,2.62,87,0.58,62,1,158,2.75,4.2
2021-11-23,326,0,1149,186,2,-0.3,7.2,5.22,84,2.68,84,0.3,1,2.25,4.8
2021-11-24,327,0,1192,209,0,5,6.5,5.83,74,1.6,98,0,0,1.67,3.7
2021-11-25,328,1,1230,220,0,0.3,5.3,3.45,75,-0.68,81,0,87,2.44,4.9
2021-11-26,329,0,1294,157,1,2.1,4.4,3.16,74,-0.95,75,0,60,3.57,6.6
2021-11-27,330,3,1566,48,0,-0.7,4.5,2.71,77,-0.97,86,0.1,89,2.94,6.3
2021-11-28,331,2,2369,17,0,-1.9,4,0.93,77,-2.8,47,0.1,266,1.74,2.5
2021-11-29,332,0,1200,110,1,0.6,2.2,1.55,82,-1.12,97,0.5,0,3.37,5.1
2021-11-30,333,0,1062,122,3,1.2,6.5,4.5,73,0.17,96,2.1,0,6.97,12
2021-12-01,334,0,1081,134,1,4.9,8.1,6.59,76,2.72,83,2.3,26,6.66,11.2
2021-12-02,335,0,1192,126,1,-1.9,4.6,1.9,74,-2.38,70,0.1,56,4.16,7.9
2021-12-03,336,0,1667,106,1,-3.1,3,1.42,67,-4.08,68,0,104,5.96,8.9
2021-12-04,337,0,2251,35,1,0.8,4.4,2.66,79,-0.63,98,0.5,177,2.3,5.8
2021-12-05,338,3,3025,14,0,0.6,5.3,3.12,78,-0.4,76,0.1,289,2.12,6.2
2021-12-06,339,0,1262,114,0,-0.5,1.6,0.37,90,-1.05,99,0.4,0,2.7,7.3
2021-12-07,340,0,1396,148,0,0.2,3.9,1.76,81,-1.2,95,0,76,2.34,4.1
2021-12-08,341,1,1401,147,2,0.2,4.3,2.2,80,-0.96,98,0.5,0,3.53,8.2
2021-12-09,342,0,1377,157,3,-0.6,2.2,0.56,91,-0.81,86,0,0,1.3,3
2021-12-10,343,0,1935,131,1,-4.1,3.3,0.06,84,-2.47,43,0,177,1.59,3.4
2021-12-11,344,0,3256,26,0,-7.2,3.7,-2.44,84,-4.89,34,0,312,1.21,2.3
2021-12-12,345,2,2425,14,0,-3.5,8.8,4.72,76,0.89,92,0.1,0,2.97,5.5
2021-12-13,346,0,1202,119,0,7.6,10.1,9.14,78,5.4,98,0,0,2.82,4.5
2021-12-14,347,0,1212,152,1,6.5,8.8,7.62,74,3.32,98,0,0,2.2,4.8
2021-12-15,348,0,1201,169,1,7.8,11.1,9.18,75,4.93,98,0,83,3.68,5.3
2021-12-16,349,0,1227,185,0,4.8,9,7.66,83,4.89,80,0,0,3.32,5.1
2021-12-17,350,0,1416,135,0,-0.4,7.2,5,85,2.61,71,0,75,2.73,4.5
2021-12-18,351,0,1446,22,0,4.5,8.2,6.53,85,4.28,96,0,40,3.84,6.5
2021-12-19,352,0,1460,7,0,4.1,6.9,5.77,80,2.67,83,0.1,0,6.95,9.2
2021-12-20,353,1,1382,128,0,-4.7,3.4,0.25,76,-3.63,5,0,398,2.36,5
2021-12-21,354,0,1320,128,0,-6.8,0.5,-3.85,89,-5.34,45,0,161,0.98,1.6
2021-12-22,355,0,1396,115,0,-8.4,-0.4,-5.41,83,-7.83,71,0,304,0.93,1.8
2021-12-23,356,0,1295,105,0,-6,7.7,0.33,78,-3.22,97,0.3,0,2.08,7.5
2021-12-24,357,12,865,25,1,-1.3,9.3,5.7,83,2.93,91,10.7,60,6.72,11
2021-12-25,358,0,2085,19,0,-12.7,-1.9,-6.71,79,-9.85,48,1.5,269,1.87,2.9
2021-12-26,359,0,2889,24,2,-14.7,-3.5,-9.09,81,-11.74,37,0,312,2.42,4.6
2021-12-27,360,0,2110,59,1,-3.5,5.3,1.42,85,-0.9,95,0,221,2.83,5.2
2021-12-28,361,0,2199,73,1,3.5,8.4,5.69,82,2.91,93,0.9,25,3.65,5.8
2021-12-29,362,0,2192,74,1,2.9,8.6,6.78,85,4.4,94,2.3,10,2.32,4
2021-12-30,363,0,2025,65,0,8.9,15.3,12.81,75,8.49,96,0,83,5.15,10.1
2021-12-31,364,16,1791,34,0,12.6,15,13.6,71,8.44,92,0,65,5.9,9.9
2022-01-01,0,9,2062,11,0,9.5,14.1,12.11,72,7.3,94,0,164,3.52,6.5
2022-01-02,1,2,2213,9,1,7.5,15.1,11.91,68,6.2,78,0.4,39,5.55,9.4
2022-01-03,2,1,1492,89,1,7.4,10,8.7,71,3.71,60,4.9,84,6.46,10.8
2022-01-04,3,3,1437,127,2,4.6,8.6,6.82,77,3.02,97,0.9,0,2.44,5.8
2022-01-05,4,0,1483,110,2,1.9,4.7,3.2,73,-1.18,73,1.3,221,6.32,11
2022-01-06,5,0,2452,78,1,-1.3,4,1.5,73,-2.9,32,1.5,401,3.99,7.6
2022-01-07,6,0,1823,83,1,1.1,3.9,2.08,74,-2.06,93,0.2,106,3.6,6.3
2022-01-08,7,0,3649,44,8,-0.6,3.3,1.78,73,-2.63,81,0,247,3.85,10.2
2022-01-09,8,0,3396,41,6,1.6,4.1,2.95,79,-0.34,97,2.6,0,3.82,6.8
2022-01-10,9,0,1437,100,1,3.2,4.6,3.82,85,1.56,95,1.2,4,2.23,3.7
2022-01-11,10,0,1803,93,1,-1.8,3.2,1.99,94,1.19,98,0,22,1.04,2
2022-01-12,11,0,1632,111,0,-1.1,4.8,1.89,84,-0.55,95,0,0,1.77,3.4
2022-01-13,12,0,1808,97,0,0.4,11.7,4.87,76,0.75,60,0,190,2.25,5.1
2022-01-14,13,5,1932,80,0,-1.1,6.4,2.75,86,0.66,56,0.2,128,3.69,7.8
2022-01-15,14,6,4103,25,4,-1.7,4.7,2.72,83,0.09,98,0,99,1.67,4
2022-01-16,15,0,3961,16,4,-2.4,5,1.68,84,-0.88,100,0,0,3.8,7.7
2022-01-17,16,0,1204,112,1,2.6,6.9,4.92,76,1.04,91,1,11,7.44,10.2
2022-01-18,17,1,1385,125,1,0.4,6.2,4.25,82,1.47,89,0,4,3.31,5.6
2022-01-19,18,0,1524,102,2,-2.7,4.1,1.3,81,-1.62,72,0,315,2.83,7
2022-01-20,19,0,1345,120,2,-1.5,4.6,1.08,76,-2.73,69,5.3,40,7.15,8.8
2022-01-21,20,0,2123,85,4,-1.8,4.6,1.12,76,-2.68,68,0.4,79,5.59,9.1
2022-01-22,21,2,3362,29,1,3.9,5.5,4.87,92,3.67,95,5.3,0,5.52,9.1
2022-01-23,22,0,3801,16,5,3.4,5.8,4.59,90,3.09,96,0.6,2,3.47,5.1
2022-01-24,23,2,1433,126,0,3.4,5.4,4.57,89,2.85,99,0.4,0,1.26,2.4
2022-01-25,24,0,1457,141,1,2,3.3,2.47,82,-0.27,99,0,9,2.12,3.5
2022-01-26,25,0,1411,143,1,0.9,2.8,1.5,81,-1.43,100,0,0,3.69,6.4
2022-01-27,26,0,1232,117,2,1.9,6.6,4.26,75,0.22,89,2.3,56,6.75,10.3
2022-01-28,27,0,2196,96,2,2.9,4.9,3.79,69,-1.43,92,0.1,129,6.98,10
2022-01-29,28,0,3138,28,5,4.6,9.6,7.22,73,2.69,89,2.4,273,8.23,12.7
2022-01-30,29,2,4002,24,2,3.2,5.2,4.41,62,-2.29,85,1.4,33,9.23,11.6
2022-01-31,30,0,2496,106,7,0.3,5.2,2.22,81,-0.88,96,5.6,86,3.79,5.9
2022-02-01,31,0,2551,108,6,0.7,6.7,3.48,78,-0.07,93,5.5,92,6.58,11.2
2022-02-02,32,0,1977,95,3,2.7,5.7,4.26,73,-0.24,85,2.4,80,7.37,10.1
2022-02-03,33,0,1746,123,1,3.3,8.1,6.33,77,2.58,97,0.2,0,2.93,5.3
2022-02-04,34,0,2239,90,0,2.6,7.8,6.1,73,1.7,94,1.4,14,4.2,7.8
2022-02-05,35,3,3787,41,7,3,5.9,4.18,65,-1.88,72,0,339,6.47,7.9
2022-02-06,36,0,2120,33,6,3.5,6.7,5.17,75,1.08,86,8.6,120,8.67,11.4
2022-02-07,37,1,1434,112,0,1.2,5.2,3,74,-1.15,82,4.9,92,7.28,10
2022-02-08,38,1,1478,106,1,3.4,9.9,7.44,72,2.78,88,0,275,6.65,10
2022-02-09,39,0,1639,127,0,7.9,9.2,8.58,70,3.51,98,0,0,3.64,6.6
2022-02-10,40,0,1550,117,1,2.8,8.3,6.21,76,2.25,92,0.6,111,3.3,7.9
2022-02-11,41,0,1942,89,2,0.8,4.9,2.84,76,-0.98,74,3.4,93,4.99,9.3
2022-02-12,42,5,5115,31,30,-3.6,4.2,1.11,70,-4.08,52,0,505,3.28,6.2
2022-02-13,43,4,5350,14,23,-2,8.7,4.71,57,-3.44,89,0,519,3.47,6
2022-02-14,44,2,2434,96,1,5.2,11.9,8.24,60,0.97,76,0,416,4.1,7.2
2022-02-15,45,0,2007,114,0,5.6,8.5,6.77,66,0.78,80,0,201,3.94,8.3
2022-02-16,46,0,1505,124,1,4.4,11.9,8.07,76,4.13,96,5.2,190,8.89,12.6
2022-02-17,47,0,880,79,0,5.1,13,7.9,63,1.25,72,10.4,264,10.02,17.1
2022-02-18,48,0,1446,78,1,4.9,11.8,7.04,70,1.78,79,6,3,7.36,14.4
2022-02-19,49,5,1608,36,3,2.6,6.4,5.01,55,-3.37,52,0.9,426,9.4,14.3
2022-02-20,50,1,1502,23,0,2.7,10,6.38,75,2.28,94,7.8,180,7.32,10.7
2022-02-21,51,0,1146,105,2,1.7,9.3,4.76,73,0.24,88,10.8,88,9.21,13.1
2022-02-22,52,0,1502,97,3,2.5,8.2,5.18,72,0.51,75,3.7,257,7.05,9.9
2022-02-23,53,2,2163,110,0,4.7,9.8,6.75,60,-0.49,27,0,496,5.32,9.1
2022-02-24,54,1,1814,171,1,3.2,10.1,6.86,64,0.4,88,1.3,83,4.04,8.9
2022-02-25,55,0,2005,113,1,2.1,5.2,3.38,68,-1.96,55,1.3,358,6.93,11.1
2022-02-26,56,3,3298,30,1,-0.9,6.4,3.17,74,-1.03,40,0,408,4.17,7
2022-02-27,57,21,4094,10,2,-3,6.2,1.15,77,-2.65,11,0,518,2.29,5.7
2022-02-28,58,3,2195,197,0,-3.8,4,0.49,75,-3.6,21,0,418,2.48,5
2022-03-01,59,2,1811,207,0,-5.8,7.5,1.57,56,-6.93,49,0,522,2.02,6.1
2022-03-02,60,2,1769,185,1,-3.3,6.7,1.24,63,-5.48,61,0,384,1.52,2.7
2022-03-03,61,0,1966,184,3,-5.6,6.7,0.43,71,-4.72,35,0,569,1.89,3.9
2022-03-04,62,1,1968,115,1,-2.2,1.5,-0.22,80,-3.35,98,0,0,1.73,3.4
2022-03-05,63,8,2455,30,0,-4.3,3.6,0.28,72,-4.43,59,0,210,1.62,4.5
2022-03-06,64,2,2422,14,0,-1.7,0.4,-0.86,71,-5.57,99,0,0,1.61,4.7
2022-03-07,65,0,1740,171,1,-3.7,5.9,0.68,67,-5.01,36,0,462,1.23,2.5
2022-03-08,66,6,1886,203,1,-4.9,8.4,1.82,62,-5.29,1,0,642,2.33,4.7
2022-03-09,67,6,1772,174,0,-4,11.2,4.59,52,-5.09,4,0,647,2.33,4.5
2022-03-10,68,19,1752,220,0,1.9,11.4,6.65,49,-3.76,0,0,651,3.29,5.9
2022-03-11,69,12,2043,144,2,-0.8,9.6,3.91,41,-9.12,0,0,655,3.78,6.6
2022-03-12,70,49,1999,46,0,-0.7,12.9,5.46,30,-11.55,43,0,631,3.35,6.4
2022-03-13,71,100,2362,14,0,-4.7,13.3,5.15,37,-9.59,2,0,662,2.65,6.4
2022-03-14,72,3,1303,187,3,-2.5,11.7,5.64,62,-1.37,57,2.9,65,2.25,4.4
2022-03-15,73,3,1254,228,2,1.1,10.6,6.45,78,2.74,85,0,0,1.78,3.4
2022-03-16,74,18,1531,216,0,-1,11.8,6.35,73,1.48,76,0,499,2.36,4.7
2022-03-17,75,2,1205,173,2,3,10.6,7.27,74,2.7,98,6,0,3.06,4.7
2022-03-18,76,28,2375,194,1,-1.2,10.2,4.5,75,-0.1,39,0,670,1.62,4
2022-03-19,77,37,2160,36,1,-0.7,9.3,4.61,71,-0.63,47,0,364,2.56,6.8
2022-03-20,78,121,2526,16,4,-0.4,12.4,6.03,43,-6.36,4,0,672,3.48,5.8
2022-03-21,79,35,1646,249,0,0.1,13.6,8.28,41,-4.34,32,0,640,2.79,5
2022-03-22,80,78,1592,277,4,-1.3,16.2,8,46,-4.15,1,0,696,1.95,4.1
2022-03-23,81,111,1353,226,1,-1.3,16.6,7.54,48,-4.15,0,0,696,1.48,2.5
2022-03-24,82,69,1361,228,2,-0.5,14.8,6.61,58,-1.8,0,0,681,1.45,2.5
2022-03-25,83,101,1858,165,1,-1.5,14.8,6.98,59,-1.38,0,0,676,1.54,3.6
2022-03-26,84,268,1626,35,5,0.7,16.2,9.48,68,3.3,42,0,620,3.32,6.6
2022-03-27,85,206,1766,7,1,5.9,15.1,9.71,80,6.21,64,0,397,1.64,3
2022-03-28,86,65,1334,177,2,1.1,15.1,8.34,78,4.4,5,0,623,1.93,4.4
2022-03-29,87,15,1231,183,1,2.9,10.3,6.43,74,1.85,73,0,458,3.03,5.1
2022-03-30,88,6,1202,195,1,-1.5,9.1,3.95,71,-1.19,98,0,319,1.95,3.7
2022-03-31,89,2,1166,202,0,0.4,3.8,2.08,78,-1.43,98,2,0,3.02,5.1
